"","congress","state_abbrev","district_code","district_id","party_code","icpsr","bioname","nominate_dim1","nominate_dim2","nokken_poole_dim1","nokken_poole_dim2","lcv_pooled_score","est_jobs"
"2808",107,"OR",3,"OR-03",100,29588,"BLUMENAUER, Earl",-0.426,-0.626,-0.459,-0.785,90.9090909090909,13.783646355198
"2809",107,"OR",5,"OR-05",100,29750,"HOOLEY, Darlene",-0.315,-0.075,-0.317,-0.104,86.3636363636364,26.9153402935594
"2810",107,"OR",1,"OR-01",100,29931,"WU, David",-0.37,0.031,-0.39,0.291,100,20.6570071146106
"2811",107,"OR",2,"OR-02",200,29932,"WALDEN, Greg",0.333,-0.011,0.334,-0.035,4.54545454545455,65.3036537266866
"2812",107,"PA",9,"PA-09",200,14052,"SHUSTER, E. G. (Bud)",0.416,0.144,0.133,-0.972,9.09090909090909,996.657986968008
"2813",107,"PA",12,"PA-12",100,14072,"MURTHA, John Patrick, Jr.",-0.265,0.569,-0.192,0.316,40.9090909090909,3184.52490889761
"2814",107,"PA",14,"PA-14",100,14808,"COYNE, William Joseph",-0.494,-0.119,-0.485,-0.417,95.4545454545455,309.084894385608
"2815",107,"PA",3,"PA-03",100,15008,"BORSKI, Robert Anthony, Jr.",-0.416,0.406,-0.423,0.57,86.3636363636364,0.00883239280104433
"2816",107,"PA",17,"PA-17",200,15026,"GEKAS, George William",0.426,-0.295,0.319,-0.047,4.54545454545455,87.7108607049492
"2817",107,"PA",11,"PA-11",100,15104,"KANJORSKI, Paul E.",-0.303,0.364,-0.239,0.275,72.7272727272727,368.571147845594
"2818",107,"PA",7,"PA-07",200,15447,"WELDON, Wayne Curtis (Curt)",0.232,-0.324,0.194,-0.137,50,28.465782397462
"2819",107,"PA",4,"PA-04",200,20133,"HART, Melissa A.",0.39,0.155,0.373,0.066,13.6363636363636,501.263421394253
"2820",107,"PA",9,"PA-09",200,20134,"SHUSTER, William (Bill)",0.374,0.323,0.39,0.071,9.09090909090909,996.657986968008
"2821",107,"PA",19,"PA-19",200,20135,"PLATTS, Todd",0.252,-0.15,0.244,-0.041,27.2727272727273,8.93914566015271
"2822",107,"PA",6,"PA-06",100,29396,"HOLDEN, Thomas Timothy (Tim)",-0.233,0.608,-0.173,0.51,63.6363636363636,688.925149307454
"2823",107,"PA",8,"PA-08",200,29397,"GREENWOOD, James Charles",0.225,-0.632,0.264,-0.728,59.0909090909091,25.8158886529426
"2824",107,"PA",2,"PA-02",100,29559,"FATTAH, Chaka",-0.472,-0.054,-0.473,-0.254,86.3636363636364,0.407557363575728
"2825",107,"PA",18,"PA-18",100,29561,"DOYLE, Michael F.",-0.331,0.099,-0.281,0.231,68.1818181818182,421.890131588305
"2826",107,"PA",20,"PA-20",100,29562,"MASCARA, Frank R.",-0.271,0.467,-0.248,0.339,54.5454545454545,4044.76421389632
"2827",107,"PA",21,"PA-21",200,29563,"ENGLISH, Philip Sheridan",0.251,0.053,0.278,0.387,31.8181818181818,375.570719313412
"2828",107,"PA",5,"PA-05",200,29751,"PETERSON, John",0.34,0.24,0.355,-0.032,4.54545454545455,1089.98522557678
"2829",107,"PA",16,"PA-16",200,29752,"PITTS, Joseph R.",0.538,0.012,0.597,-0.165,9.09090909090909,38.6108546942636
"2830",107,"PA",1,"PA-01",100,29777,"BRADY, Robert A.",-0.484,0.225,-0.496,0.471,72.7272727272727,1.73041805764742
"2831",107,"PA",10,"PA-10",200,29933,"SHERWOOD, Don",0.329,-0.005,0.355,-0.133,13.6363636363636,128.359960508795
"2832",107,"PA",13,"PA-13",100,29934,"HOEFFEL, Joseph M.",-0.338,-0.198,-0.339,-0.272,90.9090909090909,114.699035769441
"2833",107,"PA",15,"PA-15",200,29935,"TOOMEY, Patrick Joseph",0.624,-0.378,0.7,-0.21,13.6363636363636,62.0360404340663
"2834",107,"RI",2,"RI-02",100,20136,"LANGEVIN, James",-0.375,0.114,-0.367,0.25,95.4545454545455,5.31876316288814
"2835",107,"RI",1,"RI-01",100,29564,"KENNEDY, Patrick Joseph",-0.409,-0.062,-0.378,-0.162,95.4545454545455,14.691586213226
"2836",107,"SC",2,"SC-02",200,13042,"SPENCE, Floyd Davidson",0.32,0.185,0.437,0.28,0,23.1261622870947
"2837",107,"SC",5,"SC-05",100,15064,"SPRATT, John McKee, Jr.",-0.256,0.255,-0.292,0.206,68.1818181818182,23.096886352881
"2838",107,"SC",1,"SC-01",200,20137,"BROWN, Henry Edward, Jr.",0.367,0.24,0.371,-0.007,4.54545454545455,39.5315503332892
"2839",107,"SC",2,"SC-02",200,20138,"WILSON, Addison Graves (Joe)",0.53,0.162,0.463,0.214,25,23.1261622870947
"2840",107,"SC",3,"SC-03",200,29566,"GRAHAM, Lindsey O.",0.366,-0.283,0.276,0.03,18.1818181818182,27.8440406563198
"2841",107,"SC",4,"SC-04",200,29936,"DeMINT, James W.",0.7,-0.102,0.578,-0.036,9.09090909090909,0.0124724033354721
"2842",107,"SC",6,"SC-06",100,39301,"CLYBURN, James Enos",-0.466,0.246,-0.392,0.103,68.1818181818182,76.4132001489307
"2843",107,"SD",1,"SD-AL",200,29754,"THUNE, John",0.432,0.23,0.205,0.038,9.09090909090909,80.0037760528921
"2844",107,"TN",6,"TN-06",100,15100,"GORDON, Barton Jennings",-0.204,0.286,-0.174,0.235,68.1818181818182,30.5791846556519
"2845",107,"TN",5,"TN-05",100,15450,"CLEMENT, Robert Nelson",-0.216,0.327,-0.204,0.334,72.7272727272727,69.4055496789707
"2846",107,"TN",2,"TN-02",200,15455,"DUNCAN, John J., Jr.",0.604,-0.476,0.729,0.041,18.1818181818182,168.513421195893
"2847",107,"TN",8,"TN-08",100,15628,"TANNER, John S.",-0.182,0.648,-0.199,0.73,31.8181818181818,14.2966446468787
"2848",107,"TN",3,"TN-03",200,29567,"WAMP, Zachary Paul",0.428,0.072,0.328,0,9.09090909090909,120.018807676832
"2849",107,"TN",4,"TN-04",200,29568,"HILLEARY, Van",0.543,0.449,0.422,0.437,4.54545454545455,511.366433139309
"2850",107,"TN",7,"TN-07",200,29569,"BRYANT, Ed",0.442,0.25,0.426,0.188,0,32.3615616384096
"2851",107,"TN",1,"TN-01",200,29755,"JENKINS, William Lewis",0.396,0.349,0.386,0.284,0,88.1361559643935
"2852",107,"TN",9,"TN-09",100,29756,"FORD, Harold, Jr.",-0.359,0.311,-0.314,0.221,72.7272727272727,3.34983479661945
"2853",107,"UT",1,"UT-01",200,14829,"HANSEN, James Vear",0.496,0.143,0.419,0.21,4.54545454545455,144.56714344062
"2854",107,"UT",2,"UT-02",100,20140,"MATHESON, James David (Jim)",-0.115,0.546,-0.194,0.259,68.1818181818182,178.219761241906
"2855",107,"UT",3,"UT-03",200,29766,"CANNON, Christopher B.",0.596,0.017,0.539,-0.018,9.09090909090909,3155.24985226335
"2856",107,"WA",6,"WA-06",100,14413,"DICKS, Norman DeValois",-0.312,0.11,-0.291,-0.085,77.2727272727273,11.1110741829071
"2857",107,"WA",7,"WA-07",100,15613,"McDERMOTT, James A.",-0.666,-0.197,-0.749,-0.069,95.4545454545455,2.34568635053727
"2858",107,"WA",2,"WA-02",100,20145,"LARSEN, Richard Ray (Rick)",-0.365,0.165,-0.355,0.556,72.7272727272727,78.9733700769084
"2859",107,"WA",4,"WA-04",200,29580,"HASTINGS, Richard Norman (Doc)",0.416,0.411,0.407,0.11,0,202.782921156952
"2860",107,"WA",5,"WA-05",200,29581,"NETHERCUTT, George R., Jr.",0.357,0.08,0.374,0.068,0,90.0029828490439
"2861",107,"WA",9,"WA-09",100,29768,"SMITH, Adam",-0.29,-0.162,-0.252,-0.153,81.8181818181818,4.17516120374992
"2862",107,"WA",1,"WA-01",100,29937,"INSLEE, Jay Robert",-0.33,-0.194,-0.388,-0.302,95.4545454545455,2.67051352221467
"2863",107,"WA",3,"WA-03",100,29938,"BAIRD, Brian",-0.342,0.257,-0.416,0.408,90.9090909090909,812.160629999317
"2864",107,"WA",8,"WA-08",200,39312,"DUNN, Jennifer Blackburn",0.384,-0.261,0.364,-0.24,18.1818181818182,40.7754913872128
"2865",107,"WV",3,"WV-03",100,14448,"RAHALL, Nick Joe, II",-0.306,0.45,-0.319,0.31,86.3636363636364,10515.0893384247
"2866",107,"WV",1,"WV-01",100,15083,"MOLLOHAN, Alan Bowlby",-0.292,0.657,-0.22,0.427,40.9090909090909,5567.95872296224
"2867",107,"WV",2,"WV-02",200,20146,"CAPITO, Shelley Moore",0.281,0.143,0.229,-0.122,45.4545454545455,3977.85889220132
"2868",107,"WI",7,"WI-07",100,12036,"OBEY, David Ross",-0.45,-0.063,-0.49,0.004,90.9090909090909,10.0025418989623
"2869",107,"WI",9,"WI-09",200,14657,"SENSENBRENNER, Frank James, Jr.",0.638,-0.579,0.791,-0.577,31.8181818181818,34.9208684758109
"2870",107,"WI",6,"WI-06",200,14675,"PETRI, Thomas Evert",0.379,-0.367,0.538,-0.679,50,26.4783063269431
"2871",107,"WI",4,"WI-04",100,15082,"KLECZKA, Gerald Daniel",-0.322,-0.093,-0.384,-0.302,100,46.1571206257654
"2872",107,"WI",3,"WI-03",100,29769,"KIND, Ron",-0.26,-0.08,-0.3,-0.24,90.9090909090909,10.0022132508435
"2873",107,"WI",1,"WI-01",200,29939,"RYAN, Paul D.",0.556,-0.25,0.499,-0.299,27.2727272727273,71.2578329671335
"2874",107,"WI",2,"WI-02",100,29940,"BALDWIN, Tammy",-0.491,-0.137,-0.57,-0.172,100,22.6694547252891
"2875",107,"WI",8,"WI-08",200,29941,"GREEN, Mark",0.456,-0.294,0.502,-0.329,27.2727272727273,29.1841358113287
"2876",107,"WI",5,"WI-05",100,39315,"BARRETT, Thomas M.",-0.38,-0.507,-0.426,-0.426,95.4545454545455,29.3306271538172
"2877",107,"WY",1,"WY-AL",200,29584,"CUBIN, Barbara L.",0.501,0.345,0.555,0.115,4.54545454545455,11764.8859120314
"2878",108,"AL",1,"AL-01",200,20300,"BONNER, Jr., Josiah Robins (Jo)",0.367,0.513,0.413,0.199,6.45161290322581,643.954538949306
"2879",108,"AL",3,"AL-03",200,20301,"ROGERS, Mike Dennis",0.379,0.376,0.352,0.275,6.45161290322581,7.98984914424861
"2880",108,"AL",7,"AL-07",100,20302,"DAVIS, Artur",-0.27,0.454,-0.293,0.315,61.2903225806452,1200.42373331224
"2881",108,"AL",5,"AL-05",100,29100,"CRAMER, Robert E. (Bud), Jr.",-0.132,0.612,-0.08,0.595,35.4838709677419,19.9939493235286
"2882",108,"AL",2,"AL-02",200,29300,"EVERETT, Robert Terry",0.414,0.528,0.493,0.554,6.45161290322581,22.0539737739006
"2883",108,"AL",6,"AL-06",200,29301,"BACHUS, Spencer T., III",0.387,0.228,0.403,0.049,9.67741935483871,2541.7634615468
"2884",108,"AL",4,"AL-04",200,29701,"ADERHOLT, Robert",0.405,0.467,0.377,0.327,3.2258064516129,945.848902014535
"2885",108,"AK",1,"AK-AL",200,14066,"YOUNG, Donald Edwin",0.283,0.022,0.353,0.142,0,4031
"2886",108,"AZ",8,"AZ-08",200,15105,"KOLBE, James Thomas",0.351,-0.534,0.35,-0.66,6.45161290322581,23.2033884699352
"2887",108,"AZ",6,"AZ-06",200,20100,"FLAKE, Jeff",0.855,-0.518,0.936,-0.351,6.45161290322581,12.615530440369
"2888",108,"AZ",1,"AZ-01",200,20303,"RENZI, Rick",0.265,0.199,0.292,0.245,9.67741935483871,711.535257182854
"2889",108,"AZ",2,"AZ-02",200,20304,"FRANKS, Trent",0.749,0.087,0.908,-0.418,3.2258064516129,191.606823522015
"2890",108,"AZ",7,"AZ-07",100,20305,"GRIJALVA, Raúl M.",-0.598,-0.264,-0.595,-0.214,100,203.572043908967
"2891",108,"AZ",4,"AZ-04",100,29101,"PASTOR, Ed",-0.421,0.12,-0.445,0.09,93.5483870967742,4.62582636322929
"2892",108,"AZ",3,"AZ-03",200,29501,"SHADEGG, John B.",0.749,0.008,0.774,-0.136,3.2258064516129,13.8873152114864
"2893",108,"AZ",5,"AZ-05",200,29502,"HAYWORTH, John D., Jr.",0.559,-0.018,0.519,0.054,3.2258064516129,32.9864614851206
"2894",108,"AR",3,"AR-03",200,20101,"BOOZMAN, John",0.428,0.337,0.393,0.172,3.2258064516129,474.918553232605
"2895",108,"AR",4,"AR-04",100,20102,"ROSS, Michael Avery",-0.201,0.89,-0.265,0.694,41.9354838709677,644.095291974046
"2896",108,"AR",1,"AR-01",100,29702,"BERRY, Robert Marion",-0.293,0.956,-0.321,0.947,41.9354838709677,90.0042118558167
"2897",108,"AR",2,"AR-02",100,29703,"SNYDER, Victor F.",-0.268,0.055,-0.244,-0.003,93.5483870967742,20.0067722042714
"2898",108,"CA",13,"CA-13",100,14053,"STARK, Fortney Hillman (Pete), Jr.",-0.631,-0.605,-0.691,-0.653,96.7741935483871,2.96774642814242
"2899",108,"CA",7,"CA-07",100,14256,"MILLER, George",-0.552,-0.398,-0.607,-0.088,90.3225806451613,70.0030207357925
"2900",108,"CA",30,"CA-30",100,14280,"WAXMAN, Henry Arnold",-0.473,-0.343,-0.485,-0.498,87.0967741935484,80.0428675833857
"2901",108,"CA",41,"CA-41",200,14644,"LEWIS, Charles Jeremy (Jerry)",0.348,-0.101,0.341,-0.059,6.45161290322581,62.709287214553
"2902",108,"CA",5,"CA-05",100,14649,"MATSUI, Robert T.",-0.404,-0.03,-0.391,-0.29,96.7741935483871,19.8561563932471
"2903",108,"CA",22,"CA-22",200,14669,"THOMAS, William Marshall",0.371,-0.277,0.377,-0.3,9.67741935483871,2469.50870765909
"2904",108,"CA",26,"CA-26",200,14813,"DREIER, David Timothy",0.478,-0.084,0.381,-0.283,0,138.426203582542
"2905",108,"CA",52,"CA-52",200,14835,"HUNTER, Duncan Lee",0.47,0.02,0.428,0.247,9.67741935483871,29.6620304136723
"2906",108,"CA",12,"CA-12",100,14837,"LANTOS, Thomas Peter",-0.376,-0.033,-0.394,-0.09,96.7741935483871,34.4704736388586
"2907",108,"CA",28,"CA-28",100,15005,"BERMAN, Howard Lawrence",-0.404,-0.286,-0.388,-0.45,70.9677419354839,21.7563748065786
"2908",108,"CA",24,"CA-24",200,15413,"GALLEGLY, Elton W.",0.402,-0.1,0.372,-0.043,6.45161290322581,795.924754859374
"2909",108,"CA",2,"CA-02",200,15420,"HERGER, Walter William (Wally)",0.551,0.117,0.577,0.034,3.2258064516129,188.387401805712
"2910",108,"CA",8,"CA-08",100,15448,"PELOSI, Nancy",-0.49,-0.181,-0.477,-0.154,93.5483870967742,52.3479625821257
"2911",108,"CA",48,"CA-48",200,15601,"COX, Charles Christopher",0.54,-0.236,0.569,-0.24,3.2258064516129,115.953330864789
"2912",108,"CA",46,"CA-46",200,15621,"ROHRABACHER, Dana",0.626,-0.417,0.707,-0.44,9.67741935483871,94.6604963215166
"2913",108,"CA",15,"CA-15",100,20103,"HONDA, Mike",-0.529,-0.482,-0.507,-0.533,100,6.64583027941878
"2914",108,"CA",29,"CA-29",100,20104,"SCHIFF, Adam",-0.35,-0.122,-0.343,-0.213,100,28.3555226566665
"2915",108,"CA",32,"CA-32",100,20105,"SOLIS, Hilda L.",-0.508,-0.312,-0.518,-0.337,100,25.8977402665141
"2916",108,"CA",33,"CA-33",100,20106,"WATSON, Diane Edith",-0.531,-0.351,-0.532,-0.525,87.0967741935484,13.4808448063357
"2917",108,"CA",49,"CA-49",200,20107,"ISSA, Darrell",0.478,0.02,0.37,-0.013,6.45161290322581,22.6258923773602
"2918",108,"CA",53,"CA-53",100,20108,"DAVIS, Susan A.",-0.343,-0.103,-0.318,-0.282,100,1.33513488282498
"2919",108,"CA",18,"CA-18",100,20306,"CARDOZA, Dennis A.",-0.262,0.609,-0.229,0.379,67.741935483871,41.0471684669935
"2920",108,"CA",21,"CA-21",200,20307,"NUNES, Devin",0.45,0.223,0.389,-0.04,3.2258064516129,84.9199191896277
"2921",108,"CA",4,"CA-04",200,29104,"DOOLITTLE, John Taylor",0.519,0.156,0.438,0.213,3.2258064516129,41.4607268114754
"2922",108,"CA",20,"CA-20",100,29105,"DOOLEY, Calvin M.",-0.19,0.103,-0.165,0.036,64.5161290322581,463.958242819778
"2923",108,"CA",35,"CA-35",100,29106,"WATERS, Maxine",-0.656,-0.094,-0.682,0.023,93.5483870967742,15.5165077515511
"2924",108,"CA",50,"CA-50",200,29107,"CUNNINGHAM, Randall (Duke)",0.411,0.001,0.374,0.133,12.9032258064516,4.23795510865478
"2925",108,"CA",6,"CA-06",100,29309,"WOOLSEY, Lynn C.",-0.556,-0.529,-0.624,-0.514,96.7741935483871,48.9243139508558
"2926",108,"CA",11,"CA-11",200,29311,"POMBO, Richard William",0.461,0.469,0.428,0.268,3.2258064516129,175.786690442171
"2927",108,"CA",14,"CA-14",100,29312,"ESHOO, Anna Georges",-0.379,-0.373,-0.397,-0.496,100,73.669273629519
"2928",108,"CA",17,"CA-17",100,29313,"FARR, Sam",-0.455,-0.219,-0.507,-0.399,96.7741935483871,46.9003666049724
"2929",108,"CA",25,"CA-25",200,29315,"McKEON, Howard P. (Buck)",0.396,0.208,0.379,-0.023,3.2258064516129,493.121375000499
"2930",108,"CA",31,"CA-31",100,29316,"BECERRA, Xavier",-0.512,-0.283,-0.467,-0.376,93.5483870967742,11.0804162306171
"2931",108,"CA",34,"CA-34",100,29317,"ROYBAL-ALLARD, Lucille",-0.469,-0.171,-0.435,-0.349,93.5483870967742,16.4756570010155
"2932",108,"CA",36,"CA-36",100,29318,"HARMAN, Jane L.",-0.262,-0.12,-0.292,-0.199,96.7741935483871,20.9031266185837
"2933",108,"CA",40,"CA-40",200,29321,"ROYCE, Edward Randall",0.657,-0.353,0.717,-0.452,12.9032258064516,55.4076946818357
"2934",108,"CA",44,"CA-44",200,29323,"CALVERT, Ken",0.339,0.276,0.326,0.039,6.45161290322581,88.0721715703882
"2935",108,"CA",51,"CA-51",100,29325,"FILNER, Bob",-0.652,0.002,-0.67,0.212,87.0967741935484,15.7057473715
"2936",108,"CA",16,"CA-16",100,29504,"LOFGREN, Zoe",-0.398,-0.409,-0.431,-0.636,100,5.36122353209918
"2937",108,"CA",19,"CA-19",200,29505,"RADANOVICH, George P.",0.484,0.18,0.445,-0.003,3.2258064516129,46.7648276353525
"2938",108,"CA",37,"CA-37",100,29586,"MILLENDER-McDONALD, Juanita",-0.438,-0.16,-0.433,-0.17,67.741935483871,20.9581870219901
"2939",108,"CA",10,"CA-10",100,29705,"TAUSCHER, Ellen O'Kane",-0.308,-0.169,-0.327,-0.263,100,201.712623677856
"2940",108,"CA",27,"CA-27",100,29707,"SHERMAN, Brad",-0.343,-0.137,-0.404,-0.193,100,42.3392657889259
"2941",108,"CA",47,"CA-47",100,29709,"SANCHEZ, Loretta",-0.367,0.025,-0.395,-0.08,90.3225806451613,29.971142547759
"2942",108,"CA",23,"CA-23",100,29774,"CAPPS, Lois",-0.389,-0.227,-0.43,-0.292,100,172.008702702847
"2943",108,"CA",9,"CA-09",100,29778,"LEE, Barbara",-0.676,-0.582,-0.671,-0.741,96.7741935483871,1.88121160348149
"2944",108,"CA",1,"CA-01",100,29901,"THOMPSON, Michael",-0.393,0.07,-0.369,0.18,90.3225806451613,92.7086891001154
"2945",108,"CA",3,"CA-03",200,29902,"OSE, Doug",0.289,-0.316,0.356,-0.417,12.9032258064516,126.004616082101
"2946",108,"CA",38,"CA-38",100,29903,"NAPOLITANO, Grace Flores",-0.448,-0.247,-0.436,-0.255,93.5483870967742,29.3382830354694
"2947",108,"CA",42,"CA-42",200,29905,"MILLER, Gary G.",0.478,0.222,0.539,0.089,3.2258064516129,119.147253686649
"2948",108,"CA",43,"CA-43",100,29942,"BACA, Joe",-0.349,0.292,-0.325,0.302,61.2903225806452,0.863354099630303
"2949",108,"CO",5,"CO-05",200,15419,"HEFLEY, Joel M.",0.591,0.13,0.667,0.249,12.9032258064516,87.6872626709466
"2950",108,"CO",4,"CO-04",200,20311,"MUSGRAVE, Marilyn N",0.565,0.223,0.637,0.249,3.2258064516129,1166.9647927022
"2951",108,"CO",7,"CO-07",200,20312,"BEAUPREZ, Bob",0.523,-0.102,0.506,-0.172,6.45161290322581,168.463022895688
"2952",108,"CO",3,"CO-03",200,29326,"McINNIS, Scott",0.391,-0.083,0.502,-0.024,9.67741935483871,2946.88261950039
"2953",108,"CO",1,"CO-01",100,29710,"DeGETTE, Diana",-0.431,-0.308,-0.441,-0.312,93.5483870967742,2867.98471512417
"2954",108,"CO",2,"CO-02",100,29906,"UDALL, Mark",-0.353,0.049,-0.42,0.064,100,95.3964827383311
"2955",108,"CO",6,"CO-06",200,29907,"TANCREDO, Thomas G.",0.75,-0.022,0.714,0.386,3.2258064516129,735.631174437779
"2956",108,"CT",5,"CT-05",200,15028,"JOHNSON, Nancy Lee",0.122,-0.513,0.269,-0.838,64.5161290322581,157.86293034948
"2957",108,"CT",4,"CT-04",200,15449,"SHAYS, Christopher H.",0.129,-0.992,0.168,-0.986,87.0967741935484,20.5990711576588
"2958",108,"CT",2,"CT-02",200,20109,"SIMMONS, Robert (Rob)",0.171,-0.566,0.181,-0.606,67.741935483871,14.1366681418776
"2959",108,"CT",3,"CT-03",100,29109,"DeLAURO, Rosa L.",-0.415,-0.108,-0.459,-0.047,96.7741935483871,7.37660045473997
"2960",108,"CT",1,"CT-01",100,29908,"LARSON, John B.",-0.397,-0.039,-0.431,-0.054,93.5483870967742,45.0180912586432
"2961",108,"DE",1,"DE-AL",200,29327,"CASTLE, Michael Newbold",0.229,-0.7,0.164,-0.655,70.9677419354839,39.9920539323606
"2962",108,"FL",10,"FL-10",200,13047,"YOUNG, Charles William (Bill)",0.325,-0.112,0.345,-0.112,12.9032258064516,18.3396264021957
"2963",108,"FL",22,"FL-22",200,14860,"SHAW, Eugene Clay, Jr.",0.3,-0.142,0.305,-0.074,12.9032258064516,40.2238962676129
"2964",108,"FL",9,"FL-09",200,15006,"BILIRAKIS, Michael",0.382,-0.219,0.419,-0.061,19.3548387096774,9.96936542072739
"2965",108,"FL",14,"FL-14",200,15605,"GOSS, Porter J.",0.421,-0.394,0.368,-0.125,16.1290322580645,23.2610678738833
"2966",108,"FL",6,"FL-06",200,15627,"STEARNS, Clifford Bundy",0.554,-0.075,0.655,-0.091,9.67741935483871,11.0509009933677
"2967",108,"FL",18,"FL-18",200,15634,"ROS-LEHTINEN, Ileana",0.244,-0.225,0.31,-0.301,12.9032258064516,4.92672364122034
"2968",108,"FL",1,"FL-01",200,20110,"MILLER, Jefferson B. (Jeff)",0.633,0.155,0.755,0.175,6.45161290322581,167.327553129532
"2969",108,"FL",4,"FL-04",200,20111,"CRENSHAW, Ander",0.333,0.337,0.354,0.053,6.45161290322581,21.8211286598147
"2970",108,"FL",8,"FL-08",200,20112,"KELLER, Richard (Ric)",0.458,-0.068,0.492,0.103,9.67741935483871,13.4582914354674
"2971",108,"FL",12,"FL-12",200,20113,"PUTNAM, Adam",0.414,0.14,0.421,0.098,3.2258064516129,16.7877355920433
"2972",108,"FL",5,"FL-05",200,20313,"BROWN-WAITE, Virginia (Ginny)",0.36,0.084,0.362,0.375,3.2258064516129,17.4008417949939
"2973",108,"FL",13,"FL-13",200,20314,"HARRIS, Katherine",0.452,-0.238,0.431,-0.153,9.67741935483871,27.753410126052
"2974",108,"FL",24,"FL-24",200,20315,"FEENEY, Tom",0.641,-0.09,0.666,-0.041,6.45161290322581,56.3687719469592
"2975",108,"FL",25,"FL-25",200,20316,"DIAZ-BALART, Mario",0.281,0.157,0.499,-0.312,6.45161290322581,72.53311157034
"2976",108,"FL",17,"FL-17",100,20358,"MEEK, Kendrick B.",-0.363,0.108,-0.382,-0.051,90.3225806451613,1.91143677789897
"2977",108,"FL",3,"FL-03",100,29328,"BROWN, Corrine",-0.429,0.192,-0.422,0.101,93.5483870967742,21.4168172375862
"2978",108,"FL",7,"FL-07",200,29331,"MICA, John L.",0.453,0.137,0.394,0.126,6.45161290322581,27.3815519889731
"2979",108,"FL",20,"FL-20",100,29335,"DEUTSCH, Peter R.",-0.324,-0.115,-0.333,-0.081,80.6451612903226,3.97433319301733
"2980",108,"FL",21,"FL-21",200,29336,"DIAZ-BALART, Lincoln",0.243,-0.105,0.332,-0.265,12.9032258064516,2.70695206879844
"2981",108,"FL",23,"FL-23",100,29337,"HASTINGS, Alcee Lamar",-0.564,0.157,-0.579,0.05,70.9677419354839,323.275862891585
"2982",108,"FL",15,"FL-15",200,29509,"WELDON, David Joseph",0.471,0.146,0.437,0.21,6.45161290322581,54.9399072544784
"2983",108,"FL",16,"FL-16",200,29510,"FOLEY, Mark A.",0.311,-0.381,0.332,-0.304,16.1290322580645,67.1688373263072
"2984",108,"FL",2,"FL-02",100,29713,"BOYD, F. Allen, Jr.",-0.181,0.414,-0.133,0.476,54.8387096774194,50.9917535292609
"2985",108,"FL",11,"FL-11",100,29714,"DAVIS, Jim",-0.278,0.025,-0.275,-0.121,100,1.93610522942445
"2986",108,"FL",19,"FL-19",100,29715,"WEXLER, Robert",-0.392,-0.193,-0.407,-0.318,100,39.014439588491
"2987",108,"GA",5,"GA-05",100,15431,"LEWIS, John R.",-0.589,-0.221,-0.626,-0.346,100,32.1548980470521
"2988",108,"GA",3,"GA-03",100,20317,"MARSHALL, Jim",-0.119,0.803,-0.14,0.581,58.0645161290323,19.9928992460516
"2989",108,"GA",4,"GA-04",100,20318,"MAJETTE, Denise L.",-0.364,-0.128,-0.362,-0.173,87.0967741935484,0.00929176002607912
"2990",108,"GA",11,"GA-11",200,20319,"GINGREY, Phil",0.561,0.272,0.477,0.217,3.2258064516129,32.6623784925108
"2991",108,"GA",12,"GA-12",200,20320,"BURNS, Max",0.365,0.136,0.367,0.108,6.45161290322581,10.011353010907
"2992",108,"GA",13,"GA-13",100,20321,"SCOTT, David",-0.303,0.17,-0.201,0.286,54.8387096774194,28.2718488630979
"2993",108,"GA",1,"GA-01",200,29338,"KINGSTON, Jack",0.54,0.302,0.507,0.419,3.2258064516129,10.0033300266896
"2994",108,"GA",2,"GA-02",100,29339,"BISHOP, Sanford Dixon, Jr.",-0.287,0.448,-0.245,0.562,35.4838709677419,10.0009462274554
"2995",108,"GA",8,"GA-08",200,29340,"COLLINS, Michael Allen (Mac)",0.536,0.324,0.591,0.31,3.2258064516129,23.971850945304
"2996",108,"GA",7,"GA-07",200,29341,"LINDER, John Elmer",0.559,-0.008,0.538,-0.148,3.2258064516129,13.0528358047873
"2997",108,"GA",9,"GA-09",200,29513,"NORWOOD, Charles W., Jr.",0.533,0.469,0.59,0.418,6.45161290322581,50.6462120915713
"2998",108,"GA",6,"GA-06",200,29909,"ISAKSON, Johnny",0.402,-0.011,0.514,-0.055,3.2258064516129,67.735970838682
"2999",108,"GA",10,"GA-10",200,99342,"DEAL, John Nathan",0.581,0.139,0.612,0.229,3.2258064516129,1.48239873946636
"3000",108,"HI",1,"HI-01",100,15245,"ABERCROMBIE, Neil",-0.432,-0.026,-0.396,-0.22,80.6451612903226,6.412803025569
"3001",108,"HI",2,"HI-02",100,20322,"CASE, Ed",-0.204,-0.078,-0.223,-0.216,93.5483870967742,23.587196974431
"3002",108,"ID",1,"ID-01",200,20114,"OTTER, C. L. (Butch)",0.692,0.057,0.742,-0.057,3.2258064516129,76.4989455568015
"3003",108,"ID",2,"ID-02",200,29910,"SIMPSON, Michael K.",0.296,0.311,0.353,-0.016,6.45161290322581,23.5060511640875
"3004",108,"IL",8,"IL-08",200,12041,"CRANE, Philip Miller",0.739,0.023,0.59,0.034,6.45161290322581,17.4473735903768
"3005",108,"IL",6,"IL-06",200,14239,"HYDE, Henry John",0.312,-0.18,0.353,-0.067,6.45161290322581,38.8695753131261
"3006",108,"IL",17,"IL-17",100,15023,"EVANS, Lane Allen",-0.454,-0.181,-0.461,0.085,90.3225806451613,870.765505759598
